.species.name,tax.id,phage.nonphage,source,source.version,acc
Streptomyces phage Endor2,2740182,phage,NCBI Refseq,209,NC_054673
uncultured phage_MedDCM-OCT-S31-C1,2740800,phage,NCBI Refseq,209,NC_047706
uncultured phage_MedDCM-OCT-S45-C4,2740801,phage,NCBI Refseq,209,NC_047709
uncultured phage_MedDCM-OCT-S28-C3,2740802,phage,NCBI Refseq,209,NC_047710
uncultured phage_MedDCM-OCT-S38-C3,2740803,phage,NCBI Refseq,209,NC_047707
uncultured phage_MedDCM-OCT-S37-C6,2740804,phage,NCBI Refseq,209,NC_047700
uncultured phage_MedDCM-OCT-S39-C11,2740805,phage,NCBI Refseq,209,NC_047708
uncultured phage_MedDCM-OCT-S45-C18,2741072,phage,NCBI Refseq,209,NC_047704
uncultured phage_MedDCM-OCT-S42-C7,2741073,phage,NCBI Refseq,209,NC_047701
uncultured phage_MedDCM-OCT-S46-C10,2741074,phage,NCBI Refseq,209,NC_047705
uncultured phage_MedDCM-OCT-S35-C6,2741075,phage,NCBI Refseq,209,NC_047702
uncultured phage_MedDCM-OCT-S30-C28,2741076,phage,NCBI Refseq,209,NC_047703
uncultured phage_MedDCM-OCT-S28-C10,2741077,phage,NCBI Refseq,209,NC_047711
Mycobacterium phage Jung,2742107,phage,NCBI Refseq,209,NC_051730
Salmonella phage SAP012,2742114,phage,NCBI Refseq,209,NC_053008
Escherichia phage Lambda_ev017,2742949,phage,NCBI Refseq,209,NC_049948
Escherichia phage Lambda_ev099,2742953,phage,NCBI Refseq,209,NC_049953
Escherichia phage Lambda_ev207,2742956,phage,NCBI Refseq,209,NC_049949
Escherichia phage Lambda_ev243,2742957,phage,NCBI Refseq,209,NC_049955
Flavobacterium phage vB_FspP_elemoA_7-9A,2743781,phage,NCBI Refseq,209,NC_055852
Flavobacterium phage vB_FspP_elemoD_13-5B,2743801,phage,NCBI Refseq,209,NC_055855
Flavobacterium phage vB_FspP_elemoF_6-3D,2743826,phage,NCBI Refseq,209,NC_055853
Flavobacterium phage vB_FspP_elemoE_6-9C,2743829,phage,NCBI Refseq,209,NC_055854
Arthrobacter phage Gisselle,2743905,phage,NCBI Refseq,209,NC_054419
Arthrobacter phage MamaPearl,2743906,phage,NCBI Refseq,209,NC_054425
Gordonia Phage Barsten,2743907,phage,NCBI Refseq,209,NC_055856
Gordonia Phage Zitch,2743909,phage,NCBI Refseq,209,NC_053247
Microbacterium phage PoRanda,2743924,phage,NCBI Refseq,209,NC_052938
Mycobacterium phage Georgie2,2743928,phage,NCBI Refseq,209,NC_054810
Mycobacterium phage Jamie19,2743929,phage,NCBI Refseq,209,NC_054456
Mycobacterium phage Raymond7,2743931,phage,NCBI Refseq,209,NC_054448
Mycobacterium phage Rebel,2743932,phage,NCBI Refseq,209,NC_054454
Pseudomonas phage vB_PaeM_USP_1,2743936,phage,NCBI Refseq,209,NC_050149
Escherichia phage Mt1B1_P17,2743961,phage,NCBI Refseq,209,NC_052662
Gordonia phage Jambalaya,2743985,phage,NCBI Refseq,209,NC_055857
Microbacterium phage Bri160,2743990,phage,NCBI Refseq,209,NC_052934
Mycobacterium phage Gail,2743994,phage,NCBI Refseq,209,NC_055858
Mycobacterium phage Soul22,2743996,phage,NCBI Refseq,209,NC_051723
Gordonia phage TZGordon,2744004,phage,NCBI Refseq,209,NC_054438
Mycobacterium phage DroogsArmy,2744011,phage,NCBI Refseq,209,NC_054789
Listeria phage LP-HM00113468,2744802,phage,NCBI Refseq,209,NC_049900
Salmonella phage YSD1,2749261,phage,NCBI Refseq,209,NC_048666
Salmonella phage vB_Se_STGO-35-1,2749381,phage,NCBI Refseq,209,NC_054648
Pseudomonas phage vB_PsyP_3MF5,2749426,phage,NCBI Refseq,209,NC_054890
Pseudomonas phage Persinger,2749430,phage,NCBI Refseq,209,NC_054149
Escherichia phage vB_EcoM_F1,2750846,phage,NCBI Refseq,209,NC_054912
Escherichia phage vB_EcoM_Lutter,2750850,phage,NCBI Refseq,209,NC_054924
Escherichia phage vB_EcoM_Ozark,2750851,phage,NCBI Refseq,209,NC_054927
Bacillus phage Baseball_field,2756144,phage,NCBI Refseq,209,NC_055905
Vibrio phage ValB1MD-2,2759177,phage,NCBI Refseq,209,NC_055862
Enterococcus phage AE4_17,2759198,phage,NCBI Refseq,209,NC_055866
Gordonia phage Archimedes,2759389,phage,NCBI Refseq,209,NC_054392
Mycobacterium phage Jorgensen,2759390,phage,NCBI Refseq,209,NC_052436
Gordonia phage Clown,2759393,phage,NCBI Refseq,209,NC_055867
Mycobacterium phage Estes,2759459,phage,NCBI Refseq,209,NC_053514
Mycobacterium phage Mule,2759460,phage,NCBI Refseq,209,NC_052448
Klebsiella virus KpV2811,2759464,phage,NCBI Refseq,209,NC_054653
Ralstonia phage Bakoly,2759709,phage,NCBI Refseq,209,NC_054463
Ralstonia phage Simangalove,2759710,phage,NCBI Refseq,209,NC_054946
Ralstonia phage Adzire,2759711,phage,NCBI Refseq,209,NC_054462
Ralstonia phage Raharianne,2759715,phage,NCBI Refseq,209,NC_054955
Ralstonia phage Anchaing,2759719,phage,NCBI Refseq,209,NC_054891
Ralstonia phage Cimandef,2759720,phage,NCBI Refseq,209,NC_054956
Ralstonia phage Claudette,2759721,phage,NCBI Refseq,209,NC_054962
Ralstonia phage Eline,2759724,phage,NCBI Refseq,209,NC_054957
Ralstonia phage Firinga,2759725,phage,NCBI Refseq,209,NC_054961
Ralstonia phage Gamede,2759726,phage,NCBI Refseq,209,NC_054958
Ralstonia phage Gerry,2759727,phage,NCBI Refseq,209,NC_054959
Ralstonia phage Gervaise,2759728,phage,NCBI Refseq,209,NC_054963
Ralstonia phage Heva,2759730,phage,NCBI Refseq,209,NC_054960
Ralstonia phage Dina,2759732,phage,NCBI Refseq,209,NC_055026
Providencia phage vB_PreS-PibeRecoleta,2761109,phage,NCBI Refseq,209,NC_053009
Providencia phage vB_PreS-Stilesk,2761110,phage,NCBI Refseq,209,NC_053010
Vibrio virus 2019VC1,2761539,phage,NCBI Refseq,209,NC_054898
Mycobacterium phage Aziz,2762281,phage,NCBI Refseq,209,NC_053513
Mycobacterium phage Reindeer,2762283,phage,NCBI Refseq,209,NC_053516
Mycobacterium phage HarryOW,2762393,phage,NCBI Refseq,209,NC_052432
Gordonia phage Azula,2762397,phage,NCBI Refseq,209,NC_055865
Gordonia phage JKSyngboy,2762400,phage,NCBI Refseq,209,NC_053235
Gordonia phage Love,2762401,phage,NCBI Refseq,209,NC_055864
Gordonia phage YorkOnyx,2762402,phage,NCBI Refseq,209,NC_053236
Mycobacterium phage Ellie,2762405,phage,NCBI Refseq,209,NC_051609
Mycobacterium phage Quasimodo,2762409,phage,NCBI Refseq,209,NC_054721
Gordonia phage Paries,2762413,phage,NCBI Refseq,209,NC_055859
Gordonia phage Portcullis,2762414,phage,NCBI Refseq,209,NC_055861
Mycobacterium phage Heath,2762421,phage,NCBI Refseq,209,NC_055860
Mycobacterium phage MaryBeth,2762423,phage,NCBI Refseq,209,NC_052444
Enterococcus phage 9183,2763102,phage,NCBI Refseq,209,NC_055907
Mycobacterium phage Gandalph,2767557,phage,NCBI Refseq,209,NC_051662
Mycobacterium phage Hlubikazi,2767559,phage,NCBI Refseq,209,NC_051668
Mycobacterium phage Moonbeam,2767561,phage,NCBI Refseq,209,NC_051687
Mycobacterium phage Mova,2767562,phage,NCBI Refseq,209,NC_051688
Achromobacter phage Mano,2767570,phage,NCBI Refseq,209,NC_054147
Streptomyces phage Salutena,2767576,phage,NCBI Refseq,209,NC_054657
Burkholderia phage Mana,2767578,phage,NCBI Refseq,209,NC_055863
Burkholderia phage Mica,2767579,phage,NCBI Refseq,209,NC_054148
Streptomyces phage Sentinel,2767584,phage,NCBI Refseq,209,NC_054658
Streptomyces phage Sitrop,2767587,phage,NCBI Refseq,209,NC_054676
Streptomyces phage Spernnie,2767588,phage,NCBI Refseq,209,NC_054659
Mycobacterium phage Royals2015,2768139,phage,NCBI Refseq,209,NC_051705
Mycobacterium phage CELFI,2769359,phage,NCBI Refseq,209,NC_053506
Escherichia phage vB_EcoS_swi2,2769808,phage,NCBI Refseq,209,NC_054649
crAssphage cr50_1,2772059,phage,NCBI Refseq,209,NC_055868
crAssphage cr55_1,2772060,phage,NCBI Refseq,209,NC_055869
crAssphage cr107_1,2772061,phage,NCBI Refseq,209,NC_055870
crAssphage cr106_1,2772062,phage,NCBI Refseq,209,NC_055871
crAssphage cr118_1,2772063,phage,NCBI Refseq,209,NC_055872
crAssphage cr1_1,2772064,phage,NCBI Refseq,209,NC_055873
crAssphage cr3_1,2772065,phage,NCBI Refseq,209,NC_055874
crAssphage cr10_1,2772066,phage,NCBI Refseq,209,NC_055875
crAssphage cr11_1,2772067,phage,NCBI Refseq,209,NC_055876
crAssphage cr8_1,2772068,phage,NCBI Refseq,209,NC_055877
crAssphage cr108_1,2772069,phage,NCBI Refseq,209,NC_055878
crAssphage cr110_1,2772070,phage,NCBI Refseq,209,NC_055879
crAssphage cr111_1,2772071,phage,NCBI Refseq,209,NC_055880
crAssphage cr112_1,2772072,phage,NCBI Refseq,209,NC_055881
crAssphage cr116_1,2772073,phage,NCBI Refseq,209,NC_055882
crAssphage cr85_1,2772074,phage,NCBI Refseq,209,NC_055883
crAssphage cr126_1,2772075,phage,NCBI Refseq,209,NC_055884
crAssphage cr128_1,2772076,phage,NCBI Refseq,209,NC_055885
crAssphage cr127_1,2772077,phage,NCBI Refseq,209,NC_055886
crAssphage cr271_1,2772078,phage,NCBI Refseq,209,NC_055887
crAssphage cr52_1,2772079,phage,NCBI Refseq,209,NC_055888
crAssphage cr53_1,2772080,phage,NCBI Refseq,209,NC_055889
crAssphage cr56_1,2772081,phage,NCBI Refseq,209,NC_055890
crAssphage cr60_1,2772082,phage,NCBI Refseq,209,NC_055891
crAssphage cr109_1,2772083,phage,NCBI Refseq,209,NC_055892
crAssphage cr4_1,2772084,phage,NCBI Refseq,209,NC_055893
crAssphage cr6_1,2772085,phage,NCBI Refseq,209,NC_055894
crAssphage cr7_1,2772086,phage,NCBI Refseq,209,NC_055895
crAssphage cr113_1,2772087,phage,NCBI Refseq,209,NC_055896
crAssphage cr114_1,2772088,phage,NCBI Refseq,209,NC_055897
crAssphage cr115_1,2772089,phage,NCBI Refseq,209,NC_055898
crAssphage cr124_1,2772090,phage,NCBI Refseq,209,NC_055899
crAssphage cr125_1,2772091,phage,NCBI Refseq,209,NC_055900
crAssphage cr130_1,2772092,phage,NCBI Refseq,209,NC_055901
crAssphage cr131_1,2772093,phage,NCBI Refseq,209,NC_055902
crAssphage cr272_1,2772094,phage,NCBI Refseq,209,NC_055903
crAssphage cr273_1,2772095,phage,NCBI Refseq,209,NC_055904
Pectinobacterium phage vB_PcaM_CBB,2772511,phage,NCBI Refseq,209,NC_041878
Mycobacterium phage phiT46-1,2775045,phage,NCBI Refseq,209,NC_054432
Aeromonas phage BUCT551,2776735,phage,NCBI Refseq,209,NC_052986
Escherichia phage VEcB,2776821,phage,NCBI Refseq,209,NC_052663
Staphylococcus phage vB_SauP_EBHT,2776836,phage,NCBI Refseq,209,NC_055906
Mycobacterium phage STLscum,2776872,phage,NCBI Refseq,209,NC_052467
Mycobacterium phage Seabastian,2776873,phage,NCBI Refseq,209,NC_051708
Mycobacterium phage Coco12,2776876,phage,NCBI Refseq,209,NC_051644
Mycobacterium phage Firehouse51,2776877,phage,NCBI Refseq,209,NC_051658
Bacillus phage DLc1,2777318,phage,NCBI Refseq,209,NC_055908
Burkholderia phage phiE094,2781364,phage,NCBI Refseq,209,NC_055911
Providencia phage Kokobel1,2783540,phage,NCBI Refseq,209,NC_052979
Providencia phage PSTCR5,2783547,phage,NCBI Refseq,209,NC_055910
Ralstonia phage phiAp1,2783867,phage,NCBI Refseq,209,NC_047800
Vibrio phage CTXphi,2785247,phage,NCBI Refseq,209,NC_015209
Salmonella phage vB_SalS_ABTNLsp1,2789810,phage,NCBI Refseq,209,NC_053003
Acinetobacter virus 133,279006,phage,NCBI Refseq,209,NC_015250
Mycobacterium phage Plumbus,2790994,phage,NCBI Refseq,209,NC_055909
Lactobacillus phage phiAT3,279281,phage,NCBI Refseq,209,NC_005893
Actinoplanes phage phiAsp2,279303,phage,NCBI Refseq,209,NC_005885
Gordonia phage Blino,2793696,phage,NCBI Refseq,209,NC_055912
Rhodococcus phage PhailMary,2793705,phage,NCBI Refseq,209,NC_054762
Alphaproteobacteria virus phiJl001,279383,phage,NCBI Refseq,209,NC_006938
Arthrobacter phage Kittykat,2794944,phage,NCBI Refseq,209,NC_054423
Gordonia phage Dexdert,2794946,phage,NCBI Refseq,209,NC_053210
Gordonia phage Lilbeanie,2794947,phage,NCBI Refseq,209,NC_053246
Burkholderia phage BcepB1A,279530,phage,NCBI Refseq,209,NC_005886
Bacillus phage Thornton,2795746,phage,NCBI Refseq,209,NC_055914
Achromobacter phage vB_AchrS_AchV4,2796514,phage,NCBI Refseq,209,NC_052974
Gordonia phage TinaLin,2797324,phage,NCBI Refseq,209,NC_054437
Staphylococcus phage LSA2366,2797417,phage,NCBI Refseq,209,NC_055916
Flavobacterium phage vB_FspM_immuto_2-6A,2801477,phage,NCBI Refseq,209,NC_055915
Bacillus phage WhyPhy,2801480,phage,NCBI Refseq,209,NC_055917
Vibrio phage Gary,2801534,phage,NCBI Refseq,209,NC_055913
Salmonella phage vB_SenS_BPS1,2801546,phage,NCBI Refseq,209,NC_052994
Salmonella phage vB_SenS_BPS2,2801547,phage,NCBI Refseq,209,NC_052995
Salmonella phage vB_SenS_BPS4,2801549,phage,NCBI Refseq,209,NC_052996
Salmonella phage vB_SenS_ER19,2801563,phage,NCBI Refseq,209,NC_052993
Salmonella phage vB_SenS_ER24,2801569,phage,NCBI Refseq,209,NC_052999
Salmonella phage vB_SenS_ER3,2801571,phage,NCBI Refseq,209,NC_053006
Salmonella phage vB_SenS_ER6,2801574,phage,NCBI Refseq,209,NC_053007
Mycobacterium phage OhShagHennessy,2801895,phage,NCBI Refseq,209,NC_055918
Streptomyces phage Werner,2801898,phage,NCBI Refseq,209,NC_054679
Gordonia phage Phlop,2805836,phage,NCBI Refseq,209,NC_055920
Klebsiella phage vB_KpnP_P184,2806547,phage,NCBI Refseq,209,NC_055919
Pseudomonas virus F116,280701,phage,NCBI Refseq,209,NC_006552
Salmonella phage vB_SalP_TR2,2812854,phage,NCBI Refseq,209,NC_055921
Klebsiella phage vB_KpnS_ZX4,2820395,phage,NCBI Refseq,209,NC_054654
Klebsiella phage RAD2,2831671,phage,NCBI Refseq,209,NC_055956
Corynebacterium phage BFK20,28358,phage,NCBI Refseq,209,NC_009799
Mycobacterium virus D29,28369,phage,NCBI Refseq,209,NC_001900
Escherichia virus P2-2H1,2844217,phage,NCBI Refseq,209,NC_049386
Escherichia virus P2-2H4,2844218,phage,NCBI Refseq,209,NC_049385
Escherichia virus P2-4A7b,2844219,phage,NCBI Refseq,209,NC_049390
Escherichia virus P2-4B2,2844220,phage,NCBI Refseq,209,NC_049387
Escherichia virus P2-4C9,2844221,phage,NCBI Refseq,209,NC_049388
Escherichia virus P2-4E6b,2844222,phage,NCBI Refseq,209,NC_049389
Escherichia virus P88-4B11,2844224,phage,NCBI Refseq,209,NC_049391
Lentibacter virus ICBM1,2845497,phage,NCBI Refseq,209,NC_048672
Escherichia phage 2H10,2847058,phage,NCBI Refseq,209,NC_049950
Rheinheimera phage Barba21A,2849598,phage,NCBI Refseq,209,NC_048191
Rheinheimera phage Barba5S,2849599,phage,NCBI Refseq,209,NC_048187
Rheinheimera phage Barba8S,2849600,phage,NCBI Refseq,209,NC_048188
Sulfolobus virus STSV1,285013,phage,NCBI Refseq,209,NC_006268
Lactococcus virus Sl4,287412,phage,NCBI Refseq,209,NC_028900
Aeromonas phage Aeh1,2880362,phage,NCBI Refseq,209,NC_005260
Bacillus phage Andromeda,2880537,phage,NCBI Refseq,209,NC_020478
Bacillus phage AP50,2880538,phage,NCBI Refseq,209,NC_011523
Bacillus phage 250,2880539,phage,NCBI Refseq,209,NC_029024
Bacillus phage Blastoid,2880540,phage,NCBI Refseq,209,NC_022773
Bacillus phage Curly,2880541,phage,NCBI Refseq,209,NC_020479
Bacillus phage Eoghan,2880542,phage,NCBI Refseq,209,NC_020477
Campylobacter phage CP21,2881391,phage,NCBI Refseq,209,NC_019507
Burkholderia phage BcepMu,2881392,phage,NCBI Refseq,209,NC_005882
Burkholderia phage BcepNY3,2881397,phage,NCBI Refseq,209,NC_009604
Burkholderia phage DC1,2881398,phage,NCBI Refseq,209,NC_018452
Burkholderia phage phi1026b,2881399,phage,NCBI Refseq,209,NC_005284
Burkholderia phage phi644-2,2881400,phage,NCBI Refseq,209,NC_009235
Burkholderia phage phiE12-2,2881401,phage,NCBI Refseq,209,NC_009236
Clostridium phage phi CD119,2883936,phage,NCBI Refseq,209,NC_007917
Burkholderia phage phiE125,2883940,phage,NCBI Refseq,209,NC_003309
Burkholderia phage phiE202,2883941,phage,NCBI Refseq,209,NC_009234
Burkholderia phage phiE255,2883942,phage,NCBI Refseq,209,NC_009237
Burkholderia phage Bcep1,2883943,phage,NCBI Refseq,209,NC_005263
Burkholderia phage Bcep22 (Burkholderia cenocepacia phage Bcep22),2883944,phage,NCBI Refseq,209,NC_005262
Burkholderia phage Bcep43,2883945,phage,NCBI Refseq,209,NC_005342
Burkholderia phage Bcep781,2883946,phage,NCBI Refseq,209,NC_004333
Burkholderia phage BcepC6B,2883949,phage,NCBI Refseq,209,NC_005887
Bacillus phage Finn,2884419,phage,NCBI Refseq,209,NC_020480
Bacillus phage G,2884420,phage,NCBI Refseq,209,NC_023719
Bacillus phage Glittering,2884421,phage,NCBI Refseq,209,NC_022766
Bacillus phage IEBH,2884422,phage,NCBI Refseq,209,NC_011167
Bacillus phage PBS1,2884423,phage,NCBI Refseq,209,NC_043027
Bacillus phage phi29,2884424,phage,NCBI Refseq,209,NC_011048
Bacillus phage Riggi,2884426,phage,NCBI Refseq,209,NC_022765
Bacillus phage SPO1,2884427,phage,NCBI Refseq,209,NC_011421
Bacillus phage Taylor,2884430,phage,NCBI Refseq,209,NC_041858
Bacillus phage vB_BtS_BMBtp2,2884431,phage,NCBI Refseq,209,NC_019912
Bacillus phage WBeta,2885908,phage,NCBI Refseq,209,NC_007734
Bordetella phage BPP-1,2885909,phage,NCBI Refseq,209,NC_005357
Campylobacter phage CPX,2885911,phage,NCBI Refseq,209,NC_016562
Burkholderia phage BcepF1,2886897,phage,NCBI Refseq,209,NC_009015
Burkholderia phage BcepIL02,2886898,phage,NCBI Refseq,209,NC_012743
Burkholderia phage BcepMigl,2886899,phage,NCBI Refseq,209,NC_019917
Enterobacter phage F20,2886900,phage,NCBI Refseq,209,NC_043469
Escherichia phage Cba120,2886902,phage,NCBI Refseq,209,NC_016570
Escherichia phage Eps7,2886918,phage,NCBI Refseq,209,NC_010583
Escherichia phage Jk06,2886922,phage,NCBI Refseq,209,NC_007291
Escherichia phage N4,2886925,phage,NCBI Refseq,209,NC_008720
Escherichia phage P1,2886926,phage,NCBI Refseq,209,NC_005856
Escherichia phage phiKP26,2886927,phage,NCBI Refseq,209,NC_042038
Escherichia phage phiX174,2886930,phage,NCBI Refseq,209,NC_001422
Staphylococcus virus G1,292029,phage,NCBI Refseq,209,NC_007066
Vibrio phage KSF1,292443,phage,NCBI Refseq,209,NC_006294
Escherichia phage JS98,293178,phage,NCBI Refseq,209,NC_010105
Salmonella phage SS3e,293644,phage,NCBI Refseq,209,NC_006940
Bacillus phage BCASJ1c,294382,phage,NCBI Refseq,209,NC_006557
Flavobacterium phage 11b,294631,phage,NCBI Refseq,209,NC_006356
Lactobacillus virus LLKu,297254,phage,NCBI Refseq,209,NC_022989
Lactobacillus virus LP65,298338,phage,NCBI Refseq,209,NC_006565
Acidianus filamentous virus 2,300186,phage,NCBI Refseq,209,NC_009884
Streptococcus virus 2972,306323,phage,NCBI Refseq,209,NC_007019
Bacillus phage GIL16c,307240,phage,NCBI Refseq,209,NC_006945
Staphylococcus phage 812,307898,phage,NCBI Refseq,209,NC_029080
Acidianus rod-shaped virus 1,309181,phage,NCBI Refseq,209,NC_009965
Listonella phage phiHSIC,310539,phage,NCBI Refseq,209,NC_006953
Chlamydia phage 4,313629,phage,NCBI Refseq,209,NC_007461
Lactococcus virus sk1,31532,phage,NCBI Refseq,209,NC_001835
Escherichia phage RB3,31533,phage,NCBI Refseq,209,NC_025419
Pseudomonas virus D3,31535,phage,NCBI Refseq,209,NC_002484
Lactococcus virus c2,31537,phage,NCBI Refseq,209,NC_001706
Acidianus two-tailed virus,315953,phage,NCBI Refseq,209,NC_007409
Lactococcus phage BK5-T,31754,phage,NCBI Refseq,209,NC_002796
Mycobacterium virus L5,31757,phage,NCBI Refseq,209,NC_001335
Enterobacteria phage PR4,318595,phage,NCBI Refseq,209,NC_007451
Gordonia phage GTE5,319522,phage,NCBI Refseq,209,NC_016434
Staphylococcus phage PT1028,320831,phage,NCBI Refseq,209,NC_007045
Staphylococcus phage 66,320832,phage,NCBI Refseq,209,NC_007046
Staphylococcus virus 69,320834,phage,NCBI Refseq,209,NC_007048
Staphylococcus virus 53,320835,phage,NCBI Refseq,209,NC_007049
Staphylococcus phage 2638A,320836,phage,NCBI Refseq,209,NC_007051
Staphylococcus virus 42e,320837,phage,NCBI Refseq,209,NC_007052
Staphylococcus virus 47,320839,phage,NCBI Refseq,209,NC_007054
Staphylococcus virus 37,320840,phage,NCBI Refseq,209,NC_007055
Staphylococcus virus EW,320841,phage,NCBI Refseq,209,NC_007056
Staphylococcus virus 96,320842,phage,NCBI Refseq,209,NC_007057
Staphylococcus phage ROSA,320843,phage,NCBI Refseq,209,NC_007058
Staphylococcus virus 71,320844,phage,NCBI Refseq,209,NC_007059
Staphylococcus virus 55,320845,phage,NCBI Refseq,209,NC_007060
Staphylococcus virus 29,320846,phage,NCBI Refseq,209,NC_007061
Staphylococcus virus 52a,320847,phage,NCBI Refseq,209,NC_007062
Staphylococcus virus 88,320848,phage,NCBI Refseq,209,NC_007063
Staphylococcus virus 92,320849,phage,NCBI Refseq,209,NC_007064
Staphylococcus virus X2,320850,phage,NCBI Refseq,209,NC_007065
Aeromonas virus 31,321023,phage,NCBI Refseq,209,NC_007022
Xanthomonas phage Xp15,322855,phage,NCBI Refseq,209,NC_007024
Staphylococcus virus phiETA2,326036,phage,NCBI Refseq,209,NC_008798
Staphylococcus virus phiETA3,326037,phage,NCBI Refseq,209,NC_008799
Xanthomonas virus OP1,329254,phage,NCBI Refseq,209,NC_007709
Escherichia virus RB16,329381,phage,NCBI Refseq,209,NC_014467
Escherichia virus BZ13,329853,phage,NCBI Refseq,209,NC_001426
Salmonella phage SE1 (in:P22virus),329864,phage,NCBI Refseq,209,NC_011802
Vibrio phage VP4,329886,phage,NCBI Refseq,209,NC_007149
Listeria virus P100,330395,phage,NCBI Refseq,209,NC_007610
Listeria phage B025,330396,phage,NCBI Refseq,209,NC_009812
Listeria phage B054,330397,phage,NCBI Refseq,209,NC_009813
Listeria phage P35,330398,phage,NCBI Refseq,209,NC_009814
Listeria phage A006,330399,phage,NCBI Refseq,209,NC_009815
Yersinia phage phiR1-37,331278,phage,NCBI Refseq,209,NC_016163
Xanthomonas phage OP2,331627,phage,NCBI Refseq,209,NC_007710
Burkholderia virus phi52237,332032,phage,NCBI Refseq,209,NC_007145
Stenotrophomonas phage SMA9,334856,phage,NCBI Refseq,209,NC_007189
Burkholderia phage KS9,335797,phage,NCBI Refseq,209,NC_013055
Halorubrum phage HF2,33771,phage,NCBI Refseq,209,NC_003345
Escherichia phage ID21,338101,phage,NCBI Refseq,209,NC_007818
Escherichia phage ID32,338102,phage,NCBI Refseq,209,NC_007819
Escherichia phage NC35,338103,phage,NCBI Refseq,209,NC_007820
Escherichia phage WA45,338105,phage,NCBI Refseq,209,NC_007822
Escherichia phage NC28,338106,phage,NCBI Refseq,209,NC_007823
Escherichia phage ID62,338107,phage,NCBI Refseq,209,NC_007824
Escherichia phage ID52,338108,phage,NCBI Refseq,209,NC_007825
Escherichia phage NC29,338110,phage,NCBI Refseq,209,NC_007827
Actinomyces virus Av1,338473,phage,NCBI Refseq,209,NC_009643
Bacteriophage APSE-2,340054,phage,NCBI Refseq,209,NC_011551
Microcystis virus Ma-LMM01,340435,phage,NCBI Refseq,209,NC_008562
Pasteurella virus F108,342564,phage,NCBI Refseq,209,NC_008193
Escherichia phage phiV10,343516,phage,NCBI Refseq,209,NC_007804
Escherichia virus K1E,344022,phage,NCBI Refseq,209,NC_007637
Bacillus phage Fah,345922,phage,NCBI Refseq,209,NC_007814
Acidianus filamentous virus 3,346881,phage,NCBI Refseq,209,NC_010155
Acidianus filamentous virus 6,346882,phage,NCBI Refseq,209,NC_010152
Acidianus filamentous virus 7,346883,phage,NCBI Refseq,209,NC_010153
Acidianus filamentous virus 8,346884,phage,NCBI Refseq,209,NC_010154
Pseudomonas phage F10,347324,phage,NCBI Refseq,209,NC_007805
Pseudomonas phage 73,347325,phage,NCBI Refseq,209,NC_007806
Pseudomonas virus 119X,347326,phage,NCBI Refseq,209,NC_007807
Pseudomonas phage PA11,347327,phage,NCBI Refseq,209,NC_007808
Pseudomonas virus M6,347328,phage,NCBI Refseq,209,NC_007809
Pseudomonas phage F8,347329,phage,NCBI Refseq,209,NC_007810
Pseudomonas phage PA7,347330,phage,NCBI Refseq,209,NC_042060
Bacillus phage Gamma,347962,phage,NCBI Refseq,209,NC_007458
Salmonella phage epsilon34,348058,phage,NCBI Refseq,209,NC_011976
Burkholderia phage Bcep176,348137,phage,NCBI Refseq,209,NC_007497
Mycoplasma virus P1,35238,phage,NCBI Refseq,209,NC_002515
Lactococcus phage Tuc2009,35241,phage,NCBI Refseq,209,NC_002703
Escherichia virus H8,352889,phage,NCBI Refseq,209,NC_042307
Pseudomonas virus phiCTX (Pseudomonas aeruginosa phage phi CTX),35343,phage,NCBI Refseq,209,NC_003278
Streptococcus phage T12,35344,phage,NCBI Refseq,209,NC_028700
Lactococcus phage TP901-1,35345,phage,NCBI Refseq,209,NC_002747
Lactococcus phage P335 sensu lato,354260,phage,NCBI Refseq,209,NC_004746
Escherichia virus Rtp,355246,phage,NCBI Refseq,209,NC_007603
Staphylococcus virus 108PVL (Staphylococcus aureus bacteriophage phiPVL(108)),360398,phage,NCBI Refseq,209,NC_008689
Enterobacteria phage RB68,36339,phage,NCBI Refseq,209,NC_027979
Lactococcus virus bIL67,36343,phage,NCBI Refseq,209,NC_001629
Lactobacillus phage KC5a,363555,phage,NCBI Refseq,209,NC_007924
Geobacillus phage GBSV1,365048,phage,NCBI Refseq,209,NC_008376
Yersinia phage Berlin,369257,phage,NCBI Refseq,209,NC_008694
Streptomyces phage mu1/6,370623,phage,NCBI Refseq,209,NC_007967
Lactobacillus phage JCL1032,37105,phage,NCBI Refseq,209,NC_019456
Streptococcus phage M102,372457,phage,NCBI Refseq,209,NC_012884
Sodalis phage phiSG1,373126,phage,NCBI Refseq,209,NC_007902
Mycobacterium virus 244,373403,phage,NCBI Refseq,209,NC_008194
Mycobacterium phage Catera,373404,phage,NCBI Refseq,209,NC_008207
Mycobacterium virus Che12,373405,phage,NCBI Refseq,209,NC_008203
Mycobacterium phage Cooper,373406,phage,NCBI Refseq,209,NC_008195
Mycobacterium virus Halo,373407,phage,NCBI Refseq,209,NC_008202
Mycobacterium phage Orion,373409,phage,NCBI Refseq,209,NC_008197
Mycobacterium phage PBI1,373410,phage,NCBI Refseq,209,NC_008198
Mycobacterium phage PLot,373411,phage,NCBI Refseq,209,NC_008200
Mycobacterium virus PMC,373412,phage,NCBI Refseq,209,NC_008205
Mycobacterium phage Pipefish,373413,phage,NCBI Refseq,209,NC_008199
